id,nombre_comun,vegetacion,edad,pb,pap,dap,dap2,papdel,papgrueso,altura_fuste,altura_arbol,diferencia,diametro_copa,fuste,tallos,raiz,raiz_expuesta,copa,densidad_copa,vitalidad,norte,este
921,"Palma botella, Palma imperial, Mapora",Palma,Maduro,1.6,0.8,0.25,0.25,0,0,3.7,4.8,1.1,6,0,1,0,0,0,"Alto (67 - 100%)",Regular,873787,1058770
922,"Palma botella, Palma imperial, Mapora",Palma,Juvenil,1.7,1.54,0.49,0.49,0,0,10,12,2,10,0,1,0,0,0,"Alto (67 - 100%)",Regular,873790,1058770
923,"Palma Robeleni",Palma,Juvenil,0.4,0.32,0.1,0.1,0,0,1.8,2.8,1,3.6,0,1,0,0,0,"Alto (67 - 100%)",Regular,873790,1058770
924,"Palma Robeleni",Palma,Juvenil,0.4,0.45,0.14,0.14,0,0,2,3.2,1.2,3.6,0,1,0,0,0,"Alto (67 - 100%)",Regular,873790,1058770
925,"Palma botella, Palma imperial, Mapora",Palma,Maduro,2.06,1.9,0.6,0.6,0,0,9.5,12,2.5,11,0,1,0,0,0,"Alto (67 - 100%)",Regular,873792,1058770
926,"Palma Robeleni",Palma,Maduro,0.33,0.29,0.09,0.09,0,0,1.75,2.5,0.75,3.7,0,1,0,0,0,"Alto (67 - 100%)",Regular,873790,1058780
927,"Palma Robeleni",Palma,Juvenil,0.33,0.3,0.1,0.1,0,0,2.1,3.1,1,3.3,0,1,0,0,0,"Alto (67 - 100%)",Regular,873793,1058770
928,"Palma Robeleni",Palma,Juvenil,0.33,0.29,0.09,0.09,0,0,1.8,3,1.2,3.7,0,1,0,0,0,"Alto (67 - 100%)",Regular,873792,1058770
929,"Palma botella, Palma imperial, Mapora",Palma,Maduro,1.9,1.3,0.41,0.41,0,0,5,6.8,1.8,8,0,1,0,0,0,"Alto (67 - 100%)",Regular,873794,1058770
930,"Palma africana",Palma,Maduro,1.85,1.2,0.38,0.38,0,0,6.8,11,4.2,12,0,1,0,0,0,"Alto (67 - 100%)",Regular,873803,1058760
931,"Palma Alejandra",Palma,Juvenil,0.5,0.44,0.14,0.14,0,0,7,8.4,1.4,9,0,1,0,0,0,"Alto (67 - 100%)",Regular,873800,1058760
932,"Palma africana",Palma,Juvenil,2.6,1.48,0.47,0.47,0,0,8,10.5,2.5,11,0,1,0,0,0,"Alto (67 - 100%)",Regular,873792,1058770
933,"Limon swinglea, Swinglea",Arbol,Maduro,0.86,0,0.14,0.14,0.34,0.52,2.5,8.5,6,6,0,2,0,0,0,"Alto (67 - 100%)",Regular,873792,1058800
934,"Limon swinglea, Swinglea",Arbol,Maduro,0.6,0.41,0.13,0.13,0,0,2.6,6,3.4,9,0,1,0,0,0,"Alto (67 - 100%)",Regular,873796,1058800
935,Guacimo,Arbol,Maduro,3.5,2.5,0.8,0.8,0,0,4,14,10,23,0,1,0,0,0,"Alto (67 - 100%)",Regular,873797,1058790
936,"Limon swinglea, Swinglea",Arbol,Juvenil,0.55,0.36,0.11,0.11,0,0,1.7,6,4.3,5,0,1,0,0,0,"Medio (34 - 66%)",Regular,873794,1058790
937,"Limon swinglea, Swinglea",Arbol,Maduro,0.62,0.33,0.11,0.11,0,0,5.5,8.5,3,4,0,1,0,0,0,"Medio (34 - 66%)",Sano,873798,1058790
938,"Limon swinglea, Swinglea",Arbol,Juvenil,0.78,0.41,0.13,0.13,0,0,4.3,8.5,4.2,6,0,1,0,0,0,"Medio (34 - 66%)",Regular,873794,1058790
939,"Limon swinglea, Swinglea",Arbol,Maduro,1,0.8,0.25,0.25,0,0,4,8,4,7,0,1,0,0,0,"Medio (34 - 66%)",Regular,873795,1058790
940,"Limon swinglea, Swinglea",Arbol,Juvenil,0.4,0.28,0.09,0.09,0,0,4,8,4,4,0,1,0,0,0,"Medio (34 - 66%)",Regular,873796,1058790
941,"Limon swinglea, Swinglea",Arbol,Juvenil,0.5,0.08,0.03,0.03,0,0,5.2,8,2.8,8,0,1,0,0,0,"Medio (34 - 66%)",Regular,873798,1058790
942,"Limon swinglea, Swinglea",Arbol,Juvenil,0.7,0.53,0.17,0.17,0,0,3.6,10,6.4,8,0,1,0,0,0,"Medio (34 - 66%)",Regular,873797,1058790
943,"Limon swinglea, Swinglea",Arbol,Maduro,0.7,0.53,0.17,0.17,0,0,3.8,7.5,3.7,6.5,0,1,0,0,0,"Medio (34 - 66%)",Regular,873798,1058790
944,"Limon swinglea, Swinglea",Arbol,Maduro,0.38,0.25,0.08,0.08,0,0,2.3,8.5,6.2,6,0,1,0,0,0,"Medio (34 - 66%)",Regular,873800,1058790
945,"Saman, Genizaro",Arbol,Maduro,3.5,0,0.62,0.62,1.9,2,4.5,16,11.5,23,0,2,0,0,0,"Alto (67 - 100%)",Regular,873817,1058740
946,"Limon swinglea, Swinglea",Arbol,Maduro,0.3,0,0.18,0.18,0.43,0.7,2.5,8,5.5,6,0,5,0,0,0,"Alto (67 - 100%)",Regular,873834,1058760
947,Limon,Arbusto,Maduro,2.2,0,0.18,0.18,0.43,0.7,1.2,7,5.8,10,0,5,0,0,0,"Medio (34 - 66%)",Regular,873836,1058750
948,"Cachimbo, Pisamo, Bucaro",Arbol,Juvenil,2,1.72,0.55,0.55,0,0,6,12,6,15,0,1,0,0,0,"Medio (34 - 66%)",Regular,873841,1058760
949,Guacimo,Arbol,Maduro,1.8,2,0.64,0.64,0,0,3,12,9,12,0,1,0,0,0,"Medio (34 - 66%)",Regular,873843,1058750
950,"Limon swinglea, Swinglea",Arbol,Maduro,0.51,0.3,0.1,0.1,0,0,2.3,8,5.7,4.8,0,1,0,0,0,"Medio (34 - 66%)",Regular,873848,1058750
951,"Limon swinglea, Swinglea",Arbol,Maduro,0.32,0.21,0.07,0.07,0,0,2.6,8,5.4,2.4,0,1,0,0,0,"Medio (34 - 66%)",Regular,873844,1058750
952,"Limon swinglea, Swinglea",Arbol,Maduro,0.45,0,0.06,0.06,0.13,0.27,2.6,7,4.4,4,0,2,0,0,0,"Medio (34 - 66%)",Regular,873844,1058750
953,"Limon swinglea, Swinglea",Arbol,Maduro,0.7,0,0.06,0.06,0.13,0.27,2,9,7,5,0,2,0,0,0,"Medio (34 - 66%)",Regular,873847,1058740
954,"Limon swinglea, Swinglea",Arbol,Juvenil,0.6,0,0.12,0.12,0.35,0.4,2,8,6,6,0,2,0,0,0,"Medio (34 - 66%)",Regular,873845,1058740
955,"Limon swinglea, Swinglea",Arbol,Juvenil,0.47,0.33,0.11,0.11,0,0,4.5,8,3.5,6,0,1,0,0,0,"Medio (34 - 66%)",Regular,873851,1058740
956,"Limon swinglea, Swinglea",Arbol,Maduro,0.53,0.35,0.11,0.11,0,0,2.7,8,5.3,6,0,1,0,0,0,"Medio (34 - 66%)",Regular,873849,1058740
957,"Limon swinglea, Swinglea",Arbol,Maduro,0.45,0.3,0.1,0.1,0,0,2,8,6,6,0,1,0,0,0,"Medio (34 - 66%)",Regular,873851,1058740
958,"Limon swinglea, Swinglea",Arbol,Maduro,0.28,0.22,0.07,0.07,0,0,2,4.3,2.3,2.5,0,1,0,0,0,"Medio (34 - 66%)",Regular,873858,1058740
959,"Limon swinglea, Swinglea",Arbol,Juvenil,0.56,0.5,0.16,0.16,0,0,1.8,5.4,3.6,3,0,1,0,0,0,"Medio (34 - 66%)",Sano,873857,1058740
960,"Palma real de Cuba",Palma,Maduro,1.7,1.13,0.36,0.36,0,0,7,9,2,7,0,1,0,0,0,"Alto (67 - 100%)",Regular,873910,1058660
961,Leucaena,Arbol,Juvenil,0.6,0.52,0.17,0.17,0,0,5,8,3,9,0,1,0,0,0,"Alto (67 - 100%)",Regular,873908,1058660
962,"Limon swinglea, Swinglea",Arbol,Juvenil,0.47,0.36,0.11,0.11,0,0,2.5,8,5.5,3.5,0,1,0,0,0,"Medio (34 - 66%)",Regular,873100,1057060
963,Almendro,Arbol,Maduro,0.53,0.46,0.15,0.15,0,0,4,6,2,4,0,1,0,0,0,"Alto (67 - 100%)",Sano,873405,1056990
964,"Acacia china",Arbusto,Maduro,0.38,0.21,0.07,0.07,0,0,2,3,1,2,0,1,0,0,0,"Medio (34 - 66%)",Regular,873358,1056980
965,"Clavellino, Mariposa",Arbusto,Maduro,0.57,0.26,0.08,0.08,0,0,0.5,3.5,3,2,0,1,0,0,0,"Alto (67 - 100%)",Sano,873345,1056970
966,"Clavellino, Mariposa",Arbusto,Maduro,0.15,0,0.02,0.02,0.06,0.07,0.5,2,1.5,2,0,4,0,0,0,"Bajo (0 - 33%)",Regular,873343,1056970
967,Jupiter,Arbol,Juvenil,0.28,0,0.04,0.04,0.09,0.13,2.2,15,12.8,1,0,3,0,0,0,"Bajo (0 - 33%)",Regular,873334,1056960
968,"Dracaena roja","Planta arbustiva",Juvenil,0.31,0,0.04,0.04,0.09,0.13,0.5,2.5,2,2,0,3,0,0,0,"Alto (67 - 100%)",Sano,873323,1056960
969,"Cerezo, Mirto, Azahar",Arbusto,Juvenil,0.54,0,0.04,0.04,0.09,0.15,0.5,2.5,2,2,0,12,0,0,0,"Alto (67 - 100%)",Regular,873315,1056960
970,"Dracaena roja","Planta arbustiva",Juvenil,0.16,0.14,0.04,0.04,0,0,0.05,2.2,2.15,1,0,1,0,0,0,"Medio (34 - 66%)",Sano,873312,1056950
971,Leucaena,Arbol,Juvenil,1.2,0,0.14,0.14,0.38,0.5,3,6,3,10,0,3,0,0,0,"Medio (34 - 66%)",Regular,873260,1056980
972,"Limon swinglea, Swinglea",Arbol,Juvenil,1.06,0,0.2,0.2,0.55,0.72,2,4.5,2.5,2,0,2,0,0,0,"Bajo (0 - 33%)",Regular,873266,1056980
973,Araucaria,Arbol,Juvenil,2.1,1.72,0.55,0.55,0,0,4,10,6,3,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873262,1057010
974,Gualanday,Arbol,Juvenil,3.05,2.78,0.88,0.88,0,0,8,14,6,22,0,1,0,0,0,"Alto (67 - 100%)",Sano,873167,1057120
975,"Acacia robinia",Arbol,Maduro,1.1,0.72,0.23,0.23,0,0,3,5,2,4,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873167,1057130
976,"Acacia robinia",Arbol,Maduro,1.32,0,0.17,0.17,0.36,0.69,4.5,8,3.5,7,0,4,0,0,0,"Bajo (0 - 33%)",Regular,873165,1057140
977,"Acacia robinia",Arbol,Maduro,1.32,0,0.17,0.17,0.44,0.64,4,8,4,8,0,4,0,0,0,"Medio (34 - 66%)",Regular,873164,1057150
978,"Acacia robinia",Arbol,Maduro,1.19,0.73,0.23,0.23,0,0,6.5,9,2.5,6,0,1,0,0,0,"Medio (34 - 66%)",Sano,873160,1057160
979,"Acacia robinia",Arbol,Longevo,1.68,0,0.2,0.2,0.5,0.73,4,9,5,12,0,3,0,0,0,"Medio (34 - 66%)",Sano,873159,1057170
980,"Dracaena roja","Planta arbustiva",Juvenil,0.14,0,0.02,0.02,0.06,0.08,0.5,2.5,2,0.5,0,2,0,0,0,"Bajo (0 - 33%)",Regular,873170,1057100
981,"Tulipan africano",Arbol,Juvenil,2.25,1.64,0.52,0.52,0,0,10,14,4,11,0,1,0,0,0,"Bajo (0 - 33%)",Sano,873170,1057100
982,Gualanday,Arbol,Maduro,2.3,2.12,0.67,0.67,0,0,4,8,4,5,0,1,0,0,0,"Alto (67 - 100%)",Regular,873169,1057100
983,"Ficus Higueron, Ficus insipida, Caucho Insipida",Arbol,Longevo,3.8,2.77,0.88,0.88,0,0,4,8,4,8,0,1,0,0,0,"Bajo (0 - 33%)",Muerto,873144,1057100
984,"Palma areca",Palma,Juvenil,1.24,0,0.06,0.06,0.15,0.2,1,2,1,3,0,8,0,0,0,"Medio (34 - 66%)",Sano,873142,1057090
985,"Dracaena roja","Planta arbustiva",Maduro,0.24,0,0.02,0.02,0.06,0.07,0.8,2,1.2,1,0,5,0,0,0,"Alto (67 - 100%)",Regular,873140,1057080
986,"Palma areca",Palma,Maduro,2.19,0,0.08,0.08,0.2,0.32,2,6,4,6,0,9,0,0,0,"Medio (34 - 66%)",Sano,873139,1057070
987,Gualanday,Arbol,Maduro,0.21,0,0.03,0.03,0.07,0.1,1.8,3,1.2,1.5,0,2,0,0,0,"Bajo (0 - 33%)",Regular,873132,1057060
988,"Acacia robinia",Arbol,Juvenil,1.37,1.05,0.33,0.33,0,0,5,10,5,10,0,1,0,0,0,"Alto (67 - 100%)",Regular,873137,1057050
989,Mandarina,Arbusto,Juvenil,0.76,0.71,0.23,0.23,0,0,2,5,3,5,0,1,0,0,0,"Alto (67 - 100%)",Regular,873113,1057100
990,"Limon swinglea, Swinglea",Arbol,Maduro,1.12,0.99,0.32,0.32,0,0,3,8,5,6,0,1,0,0,0,"Alto (67 - 100%)",Regular,873113,1057090
991,"Limon swinglea, Swinglea",Arbol,Maduro,0.82,0,0.14,0.14,0.23,0.62,3,8,5,6,0,2,0,0,0,"Alto (67 - 100%)",Sano,873108,1057090
992,"Limon swinglea, Swinglea",Arbol,Maduro,0.71,0.72,0.23,0.23,0,0,3,8,5,6,0,1,0,0,0,"Alto (67 - 100%)",Sano,873110,1057080
993,Igua,Arbol,Maduro,2.64,1.87,0.6,0.6,0,0,12,22,10,20,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873114,1057090
994,"Limon swinglea, Swinglea",Arbol,Maduro,0.7,0.52,0.17,0.17,0,0,6,8,2,6,0,1,0,0,0,"Alto (67 - 100%)",Sano,873107,1057080
995,"Limon swinglea, Swinglea",Arbol,Maduro,0.71,0.55,0.18,0.18,0,0,3,8,5,5,0,1,0,0,0,"Medio (34 - 66%)",Sano,873104,1057080
996,Igua,Arbol,Maduro,1.54,1.12,0.36,0.36,0,0,6,10,4,4,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873099,1057070
997,"Limon swinglea, Swinglea",Arbol,Maduro,0.78,0,0.18,0.18,0.51,0.62,6,8,2,6,0,2,0,0,0,"Alto (67 - 100%)",Sano,873102,1057070
998,"Limon swinglea, Swinglea",Arbol,Longevo,0.99,0,0.14,0.14,0.18,0.72,6,8,2,6,0,3,0,0,0,"Alto (67 - 100%)",Sano,873100,1057080
999,Igua,Arbol,Juvenil,2.96,2.02,0.64,0.64,0,0,6,20,14,18,0,1,0,0,0,"Medio (34 - 66%)",Regular,873097,1057070
1000,"Limon swinglea, Swinglea",Arbol,Maduro,0.99,0.82,0.26,0.26,0,0,3,8,5,6,0,1,0,0,0,"Alto (67 - 100%)",Regular,873097,1057070
